iter	RMSE
313	26.1224635
314	26.0608097
315	26.01730253
316	25.9588984
317	25.89548161
318	25.84866232
319	25.78351474
320	25.72962447
321	25.64159121
322	25.60075354
323	25.50836935
324	25.43797843
325	25.39431112
326	25.33002388
327	25.27238315
328	25.23447273
329	25.173632
330	25.08300688
331	25.03551139
332	24.96073045
333	24.87932969
334	24.81997603
335	24.75946737
336	24.69610684
337	24.60630134
338	24.54561752
339	24.48099184
340	24.4382676
341	24.37025698
342	24.30687066
343	24.24908456
344	24.21082545
345	24.17389066
346	24.13577352
347	24.09973969
348	24.02076865
349	23.96673199
350	23.91226452
351	23.86669086
352	23.8346276
353	23.78343854
354	23.7278582
355	23.67772136
356	23.64865283
357	23.58568696
358	23.5461591
359	23.48019877
360	23.4375098
361	23.39425057
362	23.34658171
363	23.29330779
364	23.2472615
365	23.20461054
366	23.13767179
367	23.10406302
368	23.04419151
369	23.00356161
370	22.97342671
371	22.90933226
372	22.85974507
373	22.82879521
374	22.77719347
375	22.73730335
376	22.71286611
377	22.64562898
378	22.58726415
379	22.55853965
380	22.51822885
381	22.4664653
382	22.4082756
383	22.34171366
384	22.28206807
385	22.2324563
386	22.18084741
387	22.12134497
388	22.07882476
389	22.05793908
390	22.02195919
391	21.9717523
392	21.94018958
393	21.90975743
394	21.88321768
395	21.83956683
396	21.80867584
397	21.75683269
398	21.71744278
399	21.6778723
400	21.6442987
401	21.60773079
402	21.55393417
403	21.51172281
404	21.46704785
405	21.40417366
406	21.32533591
407	21.29475771
408	21.26915339
409	21.20011931
410	21.16506765
411	21.13019711
412	21.08280213
413	21.0391628
414	20.98549351
415	20.95202276
416	20.92409275
417	20.88897378
418	20.82984417
419	20.76739717
420	20.72144271
421	20.68252991
422	20.62977583
423	20.58692349
424	20.53883957
425	20.50793979
426	20.46670691
427	20.39566891
428	20.35684003
429	20.32088574
430	20.29405864
431	20.25384115
432	20.21524158
433	20.18653576
434	20.16313287
435	20.12183526
436	20.09236573
437	20.04745397
438	20.03436144
439	19.98772681
440	19.94595193
441	19.90873479
442	19.87254113
443	19.82372201
444	19.79843649
445	19.74333318
446	19.70021305
447	19.66209601
448	19.62036469
449	19.57637515
450	19.53202728
451	19.4875465
452	19.46701332
453	19.42099884
454	19.37957965
455	19.3420168
456	19.33289564
457	19.3167223
458	19.26408977
459	19.23001532
460	19.17936981
461	19.14775177
462	19.11911792
463	19.07563307
464	19.04678526
465	19.0178847
466	18.9667165
467	18.93298895
468	18.90443524
469	18.85166342
470	18.81634138
471	18.77973012
472	18.74711181
473	18.69753906
474	18.68007491
475	18.63883325
476	18.58014774
477	18.55254469
478	18.51822328
479	18.50413362
480	18.46528466
481	18.44069301
482	18.39124558
483	18.36280878
484	18.33242249
485	18.29390585
486	18.2620191
487	18.23604753
488	18.20309941
489	18.17519475
490	18.15204457
491	18.12895398
492	18.08978301
493	18.0602034
494	18.04747055
495	18.01509949
496	17.98397457
497	17.96436956
498	17.92395835
499	17.89052778
500	17.85715662
501	17.8292209
502	17.80420585
503	17.77230252
504	17.74448427
505	17.71614501
506	17.69131952
507	17.6585284
508	17.62423543
509	17.58790177
510	17.55110462
511	17.52235013
512	17.4906659
513	17.45590049
514	17.42969844
515	17.39450794
516	17.36008668
517	17.34536459
518	17.31374439
519	17.28247859
520	17.2647657
521	17.23315623
522	17.20144318
523	17.1736831
524	17.13761961
525	17.10901232
526	17.0868422
527	17.06339287
528	17.04970076
529	17.00891941
530	16.97608546
531	16.94198928
532	16.93396117
533	16.9036228
534	16.8655819
535	16.84784584
536	16.80837827
537	16.78318585
538	16.7541915
539	16.71974065
540	16.67556744
541	16.6464538
542	16.61643651
543	16.59223723
544	16.57185974
545	16.54084839
546	16.5152764
547	16.48305132
548	16.47069562
549	16.44655787
550	16.4023024
551	16.36997115
552	16.34555858
553	16.309204
554	16.2730986
555	16.24560462
556	16.20820147
557	16.18786429
558	16.14887359
559	16.12275475
560	16.0897472
561	16.07789193
562	16.05874746
563	16.0277455
564	15.99966431
565	15.98055513
566	15.9584062
567	15.93002497
568	15.89954809
569	15.86708512
570	15.84390654
571	15.80723921
572	15.77770012
573	15.75451366
574	15.72351826
575	15.71832683
576	15.67868928
577	15.6579684
578	15.62569397
579	15.61161288
580	15.581432
581	15.558177
582	15.55297668
583	15.52569591
584	15.49863255
585	15.46776614
586	15.44402179
587	15.41154259
588	15.37467698
589	15.34852938
590	15.3187657
591	15.30126758
592	15.26974239
593	15.25272042
594	15.22585823
595	15.19350485
596	15.17984699
597	15.14804394
598	15.11751007
599	15.09581215
600	15.07553618
601	15.04602444
602	15.0063112
603	14.97564016
604	14.95430237
605	14.92823384
606	14.90345862
607	14.88254776
608	14.8597392
609	14.83738301
610	14.80431533
611	14.79072157
612	14.75750615
613	14.72905467
614	14.69863775
615	14.67516194
616	14.65426482
617	14.63352491
618	14.61092398
619	14.59004656
620	14.57478059
621	14.54686743
622	14.50817028
623	14.47353797
624	14.44417914
625	14.42544678
626	14.39979082
627	14.36789038
628	14.34224123
629	14.32114394
630	14.28298884
631	14.2598372
632	14.23211513
633	14.21188684
634	14.19100104
635	14.17430021
636	14.152391
637	14.12447123
638	14.09303683
639	14.05952948
640	14.03417863
641	14.01208905
642	13.99161763
643	13.96704051
644	13.93657991
645	13.9201125
646	13.90216019
647	13.88022476
648	13.85767673
649	13.83269835
650	13.81028911
651	13.79138762
652	13.7637618
653	13.73456595
654	13.71930831
655	13.69273097
656	13.68004579
657	13.65921773
658	13.64183663
659	13.61571438
660	13.59748133
661	13.57989969
662	13.55184583
663	13.52964511
664	13.51637909
665	13.50048274
666	13.47618957
667	13.44229584
668	13.42697895
669	13.40449409
670	13.37913807
671	13.36400627
672	13.34671196
673	13.32833135
674	13.30877317
675	13.28829385
676	13.2743655
677	13.23696884
678	13.21209526
679	13.18409321
680	13.15822717
681	13.1381735
682	13.11952016
683	13.09517561
684	13.08464923
685	13.05868882
686	13.03362807
687	13.01268541
688	12.99326783
689	12.9749368
690	12.95889983
691	12.92447368
692	12.90697902
693	12.88462827
694	12.85824747
695	12.84058747
696	12.81000711
697	12.79368533
698	12.78011716
699	12.76558117
700	12.74669729
701	12.73097
702	12.71141782
703	12.6971378
704	12.68020503
705	12.66402263
706	12.64068317
707	12.62287059
708	12.59425456
709	12.58387501
710	12.57401806
711	12.55937538
712	12.53813108
713	12.51115187
714	12.4874727
715	12.45563366
716	12.43949783
717	12.4197646
718	12.4098283
719	12.38954396
720	12.37606962
721	12.35916573
722	12.33981506
723	12.32112886
724	12.31143616
725	12.28097954
726	12.26039627
727	12.24400026
728	12.22744391
729	12.21053839
730	12.19303171
731	12.17971153
732	12.15958806
733	12.1431969
734	12.12168361
735	12.09710454
736	12.0862976
737	12.0580583
738	12.04611995
739	12.02668364
740	12.00848052
741	11.9972464
742	11.97324015
743	11.95119948
744	11.93925255
745	11.92357594
746	11.91132256
747	11.89260183
748	11.87274798
749	11.85160338
750	11.83073484
751	11.81019307
752	11.79342565
753	11.77850579
754	11.75594092
755	11.74331731
756	11.72762239
757	11.71214643
758	11.69200714
759	11.67677497
760	11.66214769
761	11.63730436
762	11.62837603
763	11.60997294
764	11.59666705
765	11.57420799
766	11.55448759
767	11.54222257
768	11.52760014
769	11.51379819
770	11.49989543
771	11.47870503
772	11.45997321
773	11.44129705
774	11.41503433
775	11.39487673
776	11.37922251
777	11.36830989
778	11.34990862
779	11.33087397
780	11.30584859
781	11.29140063
782	11.27549266
783	11.25964242
784	11.23736151
785	11.2121525
786	11.19512421
787	11.18058341
788	11.16109481
789	11.14493557
790	11.12643645
791	11.11886963
792	11.10044481
793	11.08835002
794	11.07229555
795	11.04648218
796	11.03442467
797	11.02440421
798	11.01312313
799	11.00528043
800	10.98775448
801	10.97078906
802	10.94727991
803	10.932844
804	10.92071753
805	10.90825426
806	10.89608096
807	10.88296916
808	10.85987478
809	10.84773365
810	10.82837614
811	10.80831414
812	10.7929513
813	10.77030639
814	10.75839672
815	10.74905591
816	10.74311763
817	10.71909248
818	10.70484668
819	10.69207254
820	10.67234024
821	10.66086355
822	10.64912876
823	10.63434621
824	10.61087804
825	10.59369282
826	10.58289113
827	10.56316246
828	10.55182787
829	10.54720452
830	10.52633444
831	10.50629675
832	10.48100967
833	10.463758
834	10.43675241
835	10.42357412
836	10.40460378
837	10.39211745
838	10.37255697
839	10.35571427
840	10.33892312
841	10.32687592
842	10.31615471
843	10.30431402
844	10.29840252
845	10.28110743
846	10.26658734
847	10.24490893
848	10.22877772
849	10.21535088
850	10.20057945
851	10.18202553
852	10.17165642
853	10.14954905
854	10.13606432
855	10.12407165
856	10.1161712
857	10.10209758
858	10.0846303
859	10.0697812
860	10.05606455
861	10.04700621
862	10.03522608
863	10.02352974
864	10.01922041
865	10.00462366
866	9.986545394
867	9.97510848
868	9.958194994
869	9.94241991
870	9.927507353
871	9.914575295
872	9.907297957
873	9.899054433
874	9.889808993
875	9.878996468
876	9.861105566
877	9.850668709
878	9.844118941
879	9.827138891
880	9.815082021
881	9.799068638
882	9.78598219
883	9.768890709
884	9.749865544
885	9.740348675
886	9.725668392
887	9.715616672
888	9.705297502
889	9.690668047
890	9.680060813
891	9.66748449
892	9.653560219
893	9.6331373
894	9.621159584
895	9.601568385
896	9.586570614
897	9.575058512
898	9.56168588
899	9.543732625
900	9.531109592
901	9.52452146
902	9.510969696
903	9.499249845
904	9.486087594
905	9.46672886
906	9.451561555
907	9.434178605
908	9.420919835
909	9.406643917
910	9.396599658
911	9.387475294
912	9.373832272
913	9.360094522
914	9.345045749
915	9.338935944
916	9.327392438
917	9.318558226
918	9.307597761
919	9.29359657
920	9.287231811
921	9.274328534
922	9.256290934
923	9.242985157
924	9.227353095
925	9.214633965
926	9.203165492
927	9.190925657
928	9.173832206
929	9.160617588
930	9.146933319
931	9.139104989
932	9.124145639
933	9.108207852
934	9.088221428
935	9.082462857
936	9.073232345
937	9.061770198
938	9.052124353
939	9.043256665
940	9.032316257
941	9.02460856
942	9.013618392
943	9.00222704
944	8.988641718
945	8.974048951
946	8.966198132
947	8.953250766
948	8.939178501
949	8.924469881
950	8.913705339
951	8.902104061
952	8.889344009
953	8.876338583
954	8.862838351
955	8.851715181
956	8.842361234
957	8.824735069
958	8.817064419
959	8.804356032
960	8.797635907
961	8.789514154
962	8.776664993
963	8.760635079
964	8.745123947
965	8.732373183
966	8.721555287
967	8.71441699
968	8.702908298
969	8.695935408
970	8.675649366
971	8.667899729
972	8.6620092
973	8.647191331
974	8.63247426
975	8.62549314
976	8.614215821
977	8.598835286
978	8.588747674
979	8.57411354
980	8.563563309
981	8.554711014
982	8.543043222
983	8.531258542
984	8.519718987
985	8.511987457
986	8.496380977
987	8.485285416
988	8.47478251
989	8.463565794
990	8.455364442
991	8.44639823
992	8.435563978
993	8.428580036
994	8.419508432
995	8.409928444
996	8.39337755
997	8.377744636
998	8.372369451
999	8.359579621
